"No.","Time","Source","Destination","Protocol","Length","Info"
"812","1157.766936707","192.168.56.106","192.168.56.101","TCP","58","42752  >  27000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"813","1157.767014052","192.168.56.101","192.168.56.106","TCP","60","306  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"814","1157.767118330","192.168.56.101","192.168.56.106","TCP","60","27000  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"815","1157.767182764","192.168.56.106","192.168.56.101","TCP","58","42752  >  1166 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"816","1157.767291777","192.168.56.106","192.168.56.101","TCP","58","42752  >  32784 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"817","1157.767357118","192.168.56.101","192.168.56.106","TCP","60","1166  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"818","1157.767410662","192.168.56.106","192.168.56.101","TCP","58","42752  >  49159 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"819","1157.767488314","192.168.56.101","192.168.56.106","TCP","60","32784  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"820","1157.767493809","192.168.56.101","192.168.56.106","TCP","60","49159  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"821","1157.767545817","192.168.56.106","192.168.56.101","TCP","58","42752  >  8254 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"822","1157.767623821","192.168.56.101","192.168.56.106","TCP","60","8254  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"823","1157.767676953","192.168.56.106","192.168.56.101","TCP","58","42752  >  49160 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"824","1157.767754896","192.168.56.101","192.168.56.106","TCP","60","49160  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"825","1157.767807926","192.168.56.106","192.168.56.101","TCP","58","42752  >  416 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"826","1157.767886799","192.168.56.101","192.168.56.106","TCP","60","416  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"827","1157.767939718","192.168.56.106","192.168.56.101","TCP","58","42752  >  311 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"828","1157.768040372","192.168.56.101","192.168.56.106","TCP","60","311  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"829","1157.768094064","192.168.56.106","192.168.56.101","TCP","58","42752  >  2033 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"830","1157.768246409","192.168.56.106","192.168.56.101","TCP","58","42752  >  14442 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"831","1157.768270309","192.168.56.101","192.168.56.106","TCP","60","2033  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"832","1157.768368592","192.168.56.101","192.168.56.106","TCP","60","14442  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"833","1157.768419830","192.168.56.106","192.168.56.101","TCP","58","42752  >  12000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"834","1157.768604661","192.168.56.101","192.168.56.106","TCP","60","12000  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"835","1157.768909007","192.168.56.106","192.168.56.101","TCP","58","42752  >  2105 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"836","1157.769042354","192.168.56.106","192.168.56.101","TCP","58","42752  >  1201 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"837","1157.769106726","192.168.56.101","192.168.56.106","TCP","60","2105  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"838","1157.769158657","192.168.56.106","192.168.56.101","TCP","58","42752  >  1839 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"839","1157.769224726","192.168.56.101","192.168.56.106","TCP","60","1201  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"840","1157.769229877","192.168.56.101","192.168.56.106","TCP","60","1839  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"841","1157.769282108","192.168.56.106","192.168.56.101","TCP","58","42752  >  787 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"842","1157.769359945","192.168.56.101","192.168.56.106","TCP","60","787  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"843","1157.769412956","192.168.56.106","192.168.56.101","TCP","58","42752  >  10215 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"844","1157.769491113","192.168.56.101","192.168.56.106","TCP","60","10215  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"845","1157.769544051","192.168.56.106","192.168.56.101","TCP","58","42752  >  4242 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"846","1157.769629725","192.168.56.101","192.168.56.106","TCP","60","4242  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"847","1157.769683168","192.168.56.106","192.168.56.101","TCP","58","42752  >  1026 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"848","1157.769768625","192.168.56.101","192.168.56.106","TCP","60","1026  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"849","1157.769859178","192.168.56.106","192.168.56.101","TCP","58","42752  >  9575 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"850","1157.769966335","192.168.56.106","192.168.56.101","TCP","58","42752  >  3827 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"851","1157.770067488","192.168.56.101","192.168.56.106","TCP","60","9575  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"852","1157.770174753","192.168.56.101","192.168.56.106","TCP","60","3827  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"853","1157.770240476","192.168.56.106","192.168.56.101","TCP","58","42752  >  9100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"854","1157.770317348","192.168.56.101","192.168.56.106","TCP","60","9100  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"855","1157.770385774","192.168.56.106","192.168.56.101","TCP","58","42752  >  146 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"856","1157.770497840","192.168.56.106","192.168.56.101","TCP","58","42752  >  5440 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"857","1157.770576055","192.168.56.101","192.168.56.106","TCP","60","146  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"858","1157.770655785","192.168.56.101","192.168.56.106","TCP","60","5440  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"859","1157.770706535","192.168.56.106","192.168.56.101","TCP","58","42752  >  9000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"860","1157.770796078","192.168.56.106","192.168.56.101","TCP","58","42752  >  5802 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"861","1157.770860797","192.168.56.101","192.168.56.106","TCP","60","9000  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"862","1157.770912628","192.168.56.106","192.168.56.101","TCP","58","42752  >  3370 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"863","1157.770982004","192.168.56.101","192.168.56.106","TCP","60","5802  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"864","1157.770987113","192.168.56.101","192.168.56.106","TCP","60","3370  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"865","1157.771039229","192.168.56.106","192.168.56.101","TCP","58","42752  >  9001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"866","1157.771116454","192.168.56.101","192.168.56.106","TCP","60","9001  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"867","1157.771169654","192.168.56.106","192.168.56.101","TCP","58","42752  >  9110 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"868","1157.771248310","192.168.56.101","192.168.56.106","TCP","60","9110  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"869","1157.771301398","192.168.56.106","192.168.56.101","TCP","58","42752  >  636 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"870","1157.771380751","192.168.56.101","192.168.56.106","TCP","60","636  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"871","1157.771434425","192.168.56.106","192.168.56.101","TCP","58","42752  >  49175 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"872","1157.771535575","192.168.56.106","192.168.56.101","TCP","58","42752  >  10626 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"873","1157.771600714","192.168.56.101","192.168.56.106","TCP","60","49175  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"874","1157.771652355","192.168.56.106","192.168.56.101","TCP","58","42752  >  9502 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"875","1157.771719380","192.168.56.101","192.168.56.106","TCP","60","10626  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"876","1157.771774080","192.168.56.106","192.168.56.101","TCP","58","42752  >  55555 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"877","1157.771852620","192.168.56.101","192.168.56.106","TCP","60","9502  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"878","1157.771858017","192.168.56.101","192.168.56.106","TCP","60","55555  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"879","1157.771910143","192.168.56.106","192.168.56.101","TCP","58","42752  >  512 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"880","1157.771990262","192.168.56.101","192.168.56.106","TCP","60","512  >  42752 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460"
"881","1157.772000299","192.168.56.106","192.168.56.101","TCP","54","42752  >  512 [RST] Seq=1 Win=0 Len=0"
"882","1157.772076060","192.168.56.106","192.168.56.101","TCP","58","42752  >  873 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"883","1157.772177645","192.168.56.106","192.168.56.101","TCP","58","42752  >  5004 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"884","1157.772242930","192.168.56.101","192.168.56.106","TCP","60","873  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"885","1157.772294771","192.168.56.106","192.168.56.101","TCP","58","42752  >  82 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"886","1157.772365349","192.168.56.101","192.168.56.106","TCP","60","5004  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"887","1157.772419555","192.168.56.106","192.168.56.101","TCP","58","42752  >  4125 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"888","1157.772497220","192.168.56.101","192.168.56.106","TCP","60","82  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"889","1157.772550642","192.168.56.106","192.168.56.101","TCP","58","42752  >  6547 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"890","1157.772628820","192.168.56.101","192.168.56.106","TCP","60","4125  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"891","1157.772707805","192.168.56.101","192.168.56.106","TCP","60","6547  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"892","1157.772759427","192.168.56.106","192.168.56.101","TCP","58","42752  >  3580 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"893","1157.772873634","192.168.56.101","192.168.56.106","TCP","60","3580  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"894","1157.772964553","192.168.56.106","192.168.56.101","TCP","58","42752  >  222 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"895","1157.773070908","192.168.56.106","192.168.56.101","TCP","58","42752  >  2492 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"896","1157.773134865","192.168.56.101","192.168.56.106","TCP","60","222  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"897","1157.773186821","192.168.56.106","192.168.56.101","TCP","58","42752  >  1083 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"898","1157.773252657","192.168.56.101","192.168.56.106","TCP","60","2492  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"899","1157.773257942","192.168.56.101","192.168.56.106","TCP","60","1083  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"900","1157.773309949","192.168.56.106","192.168.56.101","TCP","58","42752  >  5101 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"901","1157.773387472","192.168.56.101","192.168.56.106","TCP","60","5101  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"902","1157.773440389","192.168.56.106","192.168.56.101","TCP","58","42752  >  2399 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"903","1157.773517600","192.168.56.101","192.168.56.106","TCP","60","2399  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"904","1157.773570747","192.168.56.106","192.168.56.101","TCP","58","42752  >  3871 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"905","1157.773650298","192.168.56.101","192.168.56.106","TCP","60","3871  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"906","1157.773703290","192.168.56.106","192.168.56.101","TCP","58","42752  >  1023 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"907","1157.773783318","192.168.56.101","192.168.56.106","TCP","60","1023  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"908","1157.773836551","192.168.56.106","192.168.56.101","TCP","58","42752  >  3914 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"909","1157.773952713","192.168.56.106","192.168.56.101","TCP","58","42752  >  1122 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"910","1157.774019421","192.168.56.101","192.168.56.106","TCP","60","3914  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"911","1157.774071342","192.168.56.106","192.168.56.101","TCP","58","42752  >  2043 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"912","1157.774137315","192.168.56.101","192.168.56.106","TCP","60","1122  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"913","1157.774142353","192.168.56.101","192.168.56.106","TCP","60","2043  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"914","1157.774194271","192.168.56.106","192.168.56.101","TCP","58","42752  >  3828 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"915","1157.774271689","192.168.56.101","192.168.56.106","TCP","60","3828  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"916","1157.774324860","192.168.56.106","192.168.56.101","TCP","58","42752  >  14238 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"917","1157.774404074","192.168.56.101","192.168.56.106","TCP","60","14238  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"918","1157.774456898","192.168.56.106","192.168.56.101","TCP","58","42752  >  2718 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"919","1157.774534313","192.168.56.101","192.168.56.106","TCP","60","2718  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"920","1157.774587532","192.168.56.106","192.168.56.101","TCP","58","42752  >  4006 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"921","1157.774667498","192.168.56.101","192.168.56.106","TCP","60","4006  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"922","1157.774720649","192.168.56.106","192.168.56.101","TCP","58","42752  >  5730 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"923","1157.774822090","192.168.56.106","192.168.56.101","TCP","58","42752  >  2099 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"924","1157.774891465","192.168.56.101","192.168.56.106","TCP","60","5730  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"925","1157.774943688","192.168.56.106","192.168.56.101","TCP","58","42752  >  51493 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"926","1157.775009739","192.168.56.101","192.168.56.106","TCP","60","2099  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"927","1157.775064556","192.168.56.106","192.168.56.101","TCP","58","42752  >  1213 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"928","1157.775142048","192.168.56.101","192.168.56.106","TCP","60","51493  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"929","1157.775147540","192.168.56.101","192.168.56.106","TCP","60","1213  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"930","1157.775199410","192.168.56.106","192.168.56.101","TCP","58","42752  >  2323 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"931","1157.775276761","192.168.56.101","192.168.56.106","TCP","60","2323  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"932","1157.775329845","192.168.56.106","192.168.56.101","TCP","58","42752  >  2042 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"933","1157.775409625","192.168.56.101","192.168.56.106","TCP","60","2042  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"934","1157.775462563","192.168.56.106","192.168.56.101","TCP","58","42752  >  49999 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"935","1157.775542818","192.168.56.101","192.168.56.106","TCP","60","49999  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"936","1157.775968791","192.168.56.106","192.168.56.101","TCP","58","42752  >  1864 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"937","1157.776057128","192.168.56.106","192.168.56.101","TCP","58","42752  >  1090 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"938","1157.776123003","192.168.56.101","192.168.56.106","TCP","60","1864  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"939","1157.776175481","192.168.56.106","192.168.56.101","TCP","58","42752  >  9500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"940","1157.776253188","192.168.56.101","192.168.56.106","TCP","60","1090  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"941","1157.776306016","192.168.56.106","192.168.56.101","TCP","58","42752  >  3918 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"942","1157.776383363","192.168.56.101","192.168.56.106","TCP","60","9500  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"943","1157.776436412","192.168.56.106","192.168.56.101","TCP","58","42752  >  544 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"944","1157.776513723","192.168.56.101","192.168.56.106","TCP","60","3918  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"945","1157.776566898","192.168.56.106","192.168.56.101","TCP","58","42752  >  1093 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"946","1157.776644369","192.168.56.101","192.168.56.106","TCP","60","544  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"947","1157.776698383","192.168.56.106","192.168.56.101","TCP","58","42752  >  1455 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"948","1157.776776002","192.168.56.101","192.168.56.106","TCP","60","1093  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"949","1157.776781389","192.168.56.101","192.168.56.106","TCP","60","1455  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"950","1157.776887184","192.168.56.106","192.168.56.101","TCP","58","42752  >  20222 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"951","1157.776991005","192.168.56.106","192.168.56.101","TCP","58","42752  >  8093 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"952","1157.777056048","192.168.56.101","192.168.56.106","TCP","60","20222  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"953","1157.777108001","192.168.56.106","192.168.56.101","TCP","58","42752  >  1185 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"954","1157.777173853","192.168.56.101","192.168.56.106","TCP","60","8093  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"955","1157.777226543","192.168.56.106","192.168.56.101","TCP","58","42752  >  6788 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"956","1157.777304200","192.168.56.101","192.168.56.106","TCP","60","1185  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"957","1157.777309620","192.168.56.101","192.168.56.106","TCP","60","6788  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"958","1157.777361373","192.168.56.106","192.168.56.101","TCP","58","42752  >  2126 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"959","1157.777438749","192.168.56.101","192.168.56.106","TCP","60","2126  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"960","1157.777491621","192.168.56.106","192.168.56.101","TCP","58","42752  >  4662 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"961","1157.777570403","192.168.56.101","192.168.56.106","TCP","60","4662  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"962","1157.777623461","192.168.56.106","192.168.56.101","TCP","58","42752  >  6566 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"963","1157.777703876","192.168.56.101","192.168.56.106","TCP","60","6566  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"964","1157.777757117","192.168.56.106","192.168.56.101","TCP","58","42752  >  6689 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"965","1157.777861851","192.168.56.106","192.168.56.101","TCP","58","42752  >  2009 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"966","1157.777927250","192.168.56.101","192.168.56.106","TCP","60","6689  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"967","1157.777979098","192.168.56.106","192.168.56.101","TCP","58","42752  >  13783 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"968","1157.778045999","192.168.56.101","192.168.56.106","TCP","60","2009  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"969","1157.778100958","192.168.56.106","192.168.56.101","TCP","58","42752  >  5120 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"970","1157.778181581","192.168.56.101","192.168.56.106","TCP","60","13783  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"971","1157.778186983","192.168.56.101","192.168.56.106","TCP","60","5120  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"972","1157.778239045","192.168.56.106","192.168.56.101","TCP","58","42752  >  6106 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"973","1157.778329490","192.168.56.101","192.168.56.106","TCP","60","6106  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"974","1157.778395824","192.168.56.106","192.168.56.101","TCP","58","42752  >  4000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"975","1157.778548601","192.168.56.101","192.168.56.106","TCP","60","4000  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"976","1157.778593812","192.168.56.106","192.168.56.101","TCP","58","42752  >  1024 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"977","1157.778685072","192.168.56.106","192.168.56.101","TCP","58","42752  >  57797 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"978","1157.778749846","192.168.56.101","192.168.56.106","TCP","60","1024  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"979","1157.778805428","192.168.56.106","192.168.56.101","TCP","58","42752  >  9002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"980","1157.778875245","192.168.56.101","192.168.56.106","TCP","60","57797  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"981","1157.778929844","192.168.56.106","192.168.56.101","TCP","58","42752  >  54328 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"982","1157.779007860","192.168.56.101","192.168.56.106","TCP","60","9002  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"983","1157.779015223","192.168.56.101","192.168.56.106","TCP","60","54328  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"984","1157.779066988","192.168.56.106","192.168.56.101","TCP","58","42752  >  8090 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"985","1157.779144144","192.168.56.101","192.168.56.106","TCP","60","8090  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"986","1157.779197119","192.168.56.106","192.168.56.101","TCP","58","42752  >  8443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"987","1157.779276468","192.168.56.101","192.168.56.106","TCP","60","8443  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"988","1157.779329522","192.168.56.106","192.168.56.101","TCP","58","42752  >  144 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"989","1157.779408570","192.168.56.101","192.168.56.106","TCP","60","144  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"990","1157.779461678","192.168.56.106","192.168.56.101","TCP","58","42752  >  3920 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"991","1157.779568626","192.168.56.106","192.168.56.101","TCP","58","42752  >  6006 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"992","1157.779635881","192.168.56.101","192.168.56.106","TCP","60","3920  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"993","1157.779697393","192.168.56.106","192.168.56.101","TCP","58","42752  >  26 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"994","1157.779783711","192.168.56.101","192.168.56.106","TCP","60","6006  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"995","1157.779789921","192.168.56.101","192.168.56.106","TCP","60","26  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"996","1157.779849669","192.168.56.106","192.168.56.101","TCP","58","42752  >  10012 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"997","1157.779934188","192.168.56.101","192.168.56.106","TCP","60","10012  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"998","1157.779996474","192.168.56.106","192.168.56.101","TCP","58","42752  >  2920 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"999","1157.780107681","192.168.56.106","192.168.56.101","TCP","58","42752  >  301 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1000","1157.780173391","192.168.56.101","192.168.56.106","TCP","60","2920  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1001","1157.780234012","192.168.56.106","192.168.56.101","TCP","58","42752  >  5414 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1002","1157.780302642","192.168.56.101","192.168.56.106","TCP","60","301  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1003","1157.780308847","192.168.56.101","192.168.56.106","TCP","60","5414  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1004","1157.780369560","192.168.56.106","192.168.56.101","TCP","58","42752  >  30 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1005","1157.780451441","192.168.56.101","192.168.56.106","TCP","60","30  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1006","1157.780513490","192.168.56.106","192.168.56.101","TCP","58","42752  >  50300 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1007","1157.780625856","192.168.56.106","192.168.56.101","TCP","58","42752  >  9207 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1008","1157.780694093","192.168.56.101","192.168.56.106","TCP","60","50300  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1009","1157.780762936","192.168.56.106","192.168.56.101","TCP","58","42752  >  5405 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
